<<<<<<< HEAD
M,60,B,88,132.138
X,7,S,0,117.256
X,89,S,42,139.135
M,103,S,51,131.825
M,48,B,60,119.143
X,17,S,96,112.603
A,110,S,2,134.82
M,41,B,16,128.114
A,111,S,2,122.524
M,93,S,28,103.716
X,40,S,22,122.682
X,34,B,72,105.76
X,18,S,61,120.682
M,16,B,36,102.075
X,103,S,51,131.825
A,112,B,38,111.446
M,48,B,8,119.143
M,61,B,18,115.679
M,99,S,47,135.815
A,113,S,66,122.458
X,90,S,14,123.654
A,114,S,72,137.534
X,32,S,62,137.372
A,115,S,32,123.26
A,116,S,26,139.413
M,26,B,68,116.502
X,43,S,90,126.655
A,117,B,30,100.52
X,101,S,8,126.028
M,7,S,0,111.628
X,83,S,28,138.661
M,14,S,9,137.951
X,98,S,28,126.786
M,47,S,81,138.234
A,118,S,60,138.774
X,35,S,48,115.29
X,100,S,36,138.029
A,119,S,8,123.596
M,12,B,26,118.135
M,34,B,80,105.76
X,70,S,74,129.733
M,79,B,42,110.858
X,51,S,92,130.895
M,112,B,48,111.446
X,89,S,42,139.135
M,66,B,38,110.872
A,120,B,14,118.584
A,121,S,86,126.599
X,121,S,86,126.599
A,122,S,18,122.916
A,123,S,12,138.519
A,124,B,58,101.917
M,15,S,15,139.168
A,125,B,48,103.314
X,81,S,60,131.258
A,126,B,66,100.033
X,35,S,48,115.29
A,127,S,28,139.884
M,102,S,27,132.282
M,93,S,28,100.477
M,51,S,21,130.895
M,77,S,69,131.61
A,128,S,32,134.647
X,118,S,60,138.774
A,129,S,44,132.292
X,42,S,6,113.278
X,124,B,58,101.917
X,16,B,36,102.075
X,45,B,22,118.118
M,45,B,70,118.118
X,92,S,2,123.935
M,125,B,48,138.307
M,99,S,39,135.815
X,34,B,80,105.76
A,130,S,84,130.125
A,131,S,62,128.115
M,89,S,17,139.135
X,50,S,74,111.215
M,17,S,96,103.652
A,132,S,88,125.807
M,42,S,6,102.372
M,42,S,6,106.966
M,62,B,88,112.62
A,133,S,52,129.93
X,58,S,53,126.959
A,134,S,22,127.624
M,58,S,85,126.959
M,94,S,79,132.132
M,58,S,13,126.959
A,135,B,46,107.338
A,136,S,22,120.851
M,84,S,99,130.664
A,137,S,2,139.066
A,138,S,42,138.624
M,97,S,59,132.885
X,97,S,59,132.885
X,106,B,60,105.849
M,30,S,43,135.666
X,67,S,56,113.888
M,49,S,79,128.377
M,29,S,77,126.491
M,53,S,22,117.228
M,96,B,80,108.233
X,16,B,36,102.075
X,16,B,36,102.075
M,127,S,28,119.499
X,20,S,82,106.437
A,139,S,78,138.948
A,140,S,18,134.344
A,141,S,32,139.938
X,76,B,56,114.66
X,35,S,48,115.29
M,67,S,56,118.323
M,76,B,26,114.66
A,142,S,40,135.182
X,84,S,99,130.664
X,92,S,2,123.935
M,39,S,25,139.668
X,136,S,22,120.851
M,121,S,86,102.262
M,13,S,16,104.495
A,143,B,74,104.173
A,144,S,54,125.182
A,145,S,92,128.96
M,88,S,79,135.345
A,146,S,26,121.996
M,65,B,64,124.596
X,60,B,88,132.138
A,147,B,58,118.841
A,148,S,22,127.367
A,149,B,74,108.917
A,150,S,80,128.373
X,23,S,77,125.217
M,137,S,2,104.789
X,128,S,32,134.647
M,35,S,48,107.685
M,13,S,16,101.383
X,72,S,40,123.28
X,26,B,68,116.502
X,25,S,43,133.938
M,100,S,11,138.029
M,115,S,23,123.26
M,124,B,2,101.917
X,47,S,81,138.234
M,61,B,76,115.679
X,72,S,40,123.28
A,151,S,22,132.431
X,128,S,32,134.647
A,152,S,38,138.275
M,132,S,55,125.807
M,81,S,43,131.258
A,153,B,46,113.201
X,130,S,84,130.125
A,154,S,46,132.054
A,155,B,38,114.83
X,141,S,32,139.938
A,156,S,38,120.968
A,157,S,40,132.914
A,158,S,6,136.274
M,37,S,83,129.554
A,159,S,2,131.614
M,43,S,15,126.655
M,76,B,36,114.66
M,100,S,49,138.029
A,160,S,94,133.536
A,161,S,80,129.408
A,162,S,94,121.204
A,163,B,32,118.535
A,164,S,44,129.865
A,165,S,18,122.863
A,166,S,74,129.302
M,126,B,44,100.033
X,119,S,8,123.596
A,167,B,50,115.531
M,52,S,39,137.826
A,168,S,28,135.03
A,169,S,54,139.092
M,41,B,16,120.673
X,124,B,2,101.917
M,135,B,74,107.338
X,56,S,30,102.371
X,134,S,22,127.624
A,170,S,56,138.145
M,47,S,81,138.234
M,135,B,16,107.338
X,165,S,18,122.863
A,171,S,0,129.681
M,91,S,1,134.015
M,15,S,43,139.168
A,172,B,30,104.107
A,173,S,12,120.774
M,155,B,86,114.83
X,61,B,76,115.679
A,174,B,80,117.342
X,88,S,79,135.345
M,137,S,2,103.161
A,175,S,22,122.263
X,67,S,56,118.323
A,176,S,14,134.035
A,177,B,84,119.099
A,178,S,26,136.032
X,77,S,69,131.61
X,86,S,42,126.299
A,179,S,90,134.242
X,63,S,98,129.995
M,137,S,2,106.955
A,180,S,84,127.898
X,53,S,22,117.228
X,8,S,31,128.628
X,144,S,54,125.182
X,82,S,70,126.746
A,181,S,38,124.95
X,152,S,38,138.275
A,182,S,66,139.692
A,183,S,78,129.195
A,184,B,6,110.295
A,185,S,52,120.845
A,186,S,58,123.083
A,187,S,30,124.316
M,69,B,94,119.176
X,137,S,2,106.955
X,114,S,72,137.534
M,104,B,38,123.847
X,127,S,28,119.499
M,37,S,11,129.554
M,159,S,69,131.614
A,188,S,78,126.91
M,73,B,10,128.676
M,85,S,59,132.896
M,30,S,17,135.666
X,41,B,16,120.673
X,117,B,30,100.52
X,32,S,62,137.372
X,144,S,54,125.182
X,163,B,32,118.535
A,189,S,70,136.641
X,125,B,48,138.307
M,172,B,80,104.107
X,25,S,43,133.938
M,176,S,14,101.654
M,179,S,19,134.242
A,190,S,58,127.889
M,41,B,16,135.656
M,112,B,50,111.446
A,191,S,60,128.151
A,192,S,86,130.663
X,44,S,36,126.234
X,98,S,28,126.786
M,143,B,74,129.61
A,193,B,78,109.221
X,90,S,14,123.654
A,194,S,60,136.694
X,36,S,84,128.15
A,195,B,18,111.988
X,58,S,13,126.959
X,164,S,44,129.865
X,178,S,26,136.032
X,65,B,64,124.596
A,196,S,76,132.611
M,181,S,81,124.95
X,165,S,18,122.863
X,13,S,16,101.383
M,195,B,18,122.501
X,172,B,80,104.107
M,102,S,13,132.282
A,197,B,42,104.535
X,20,S,82,106.437
X,56,S,30,102.371
X,54,S,65,128.234
X,146,S,26,121.996
M,37,S,17,129.554
X,54,S,65,128.234
M,173,S,87,120.774
X,30,S,17,135.666
M,106,B,2,105.849
X,134,S,22,127.624
X,132,S,55,125.807
X,167,B,50,115.531
M,113,S,66,103.639
X,50,S,74,111.215
X,143,B,74,129.61
X,96,B,80,108.233
M,126,B,8,100.033
X,75,S,68,132.551
A,198,S,60,121.326
M,143,B,74,138.385
X,99,S,39,135.815
X,187,S,30,124.316
A,199,B,36,108.929
X,118,S,60,138.774
X,70,S,74,129.733
M,195,B,18,132.922
M,68,S,25,139.956
A,200,S,98,130.255
X,56,S,30,102.371
M,173,S,75,120.774
A,201,S,64,138.272
M,12,B,26,118.135
X,90,S,14,123.654
M,17,S,96,114.963
X,12,B,26,118.135
X,89,S,17,139.135
A,202,B,6,119.742
X,58,S,13,126.959
A,203,S,4,126.489
X,195,B,18,132.922
X,173,S,75,120.774
A,204,S,28,139.299
M,71,S,70,110.155
A,205,S,88,133.62
X,41,B,16,135.656
M,106,B,44,105.849
M,117,B,30,135.766
A,206,B,34,101.278
X,94,S,79,132.132
M,202,B,6,135.799
M,104,B,38,126.758
M,90,S,14,113.098
X,16,B,36,102.075
M,168,S,28,119.593
A,207,S,16,135.521
M,185,S,31,120.845
X,48,B,8,119.143
A,208,S,80,121.964
M,16,B,50,102.075
M,158,S,33,136.274
A,209,S,48,134.235
M,149,B,8,108.917
M,135,B,96,107.338
M,43,S,13,126.655
X,194,S,60,136.694
M,64,S,99,123.608
M,80,S,86,114.223
M,83,S,28,105.965
M,208,S,80,111.528
X,89,S,17,139.135
M,199,B,16,108.929
X,168,S,28,119.593
M,34,B,58,105.76
M,195,B,18,134.662
M,125,B,48,121.934
A,210,S,30,122.578
X,88,S,79,135.345
M,16,B,36,102.075
X,13,S,16,101.383
X,143,B,74,138.385
X,183,S,78,129.195
M,120,B,74,118.584
X,42,S,6,106.966
A,211,B,48,118.871
M,44,S,69,126.234
X,96,B,80,108.233
X,118,S,60,138.774
M,117,B,30,136.724
A,212,B,68,104.748
A,213,S,94,121.069
A,214,S,36,136.561
M,50,S,74,101.122
M,123,S,45,138.519
A,215,S,68,136.211
X,211,B,48,118.871
X,210,S,30,122.578
X,52,S,39,137.826
A,216,S,84,121.71
A,217,S,18,121.539
X,201,S,64,138.272
A,218,S,2,131.096
A,219,B,16,102.363
A,220,B,70,103.867
M,181,S,79,124.95
M,22,B,68,121.768
M,156,S,77,120.968
M,206,B,20,101.278
X,156,S,77,120.968
A,221,S,66,122.986
X,52,S,39,137.826
M,158,S,93,136.274
A,222,S,92,124.628
X,52,S,39,137.826
M,155,B,10,114.83
A,223,S,16,136.313
X,88,S,79,135.345
A,224,B,26,107.286
M,90,S,14,100.351
A,225,S,94,138.209
A,226,S,24,137.655
M,216,S,84,111.045
A,227,S,58,131.434
M,188,S,7,126.91
A,228,S,32,132.086
M,158,S,81,136.274
M,156,S,79,120.968
M,76,B,24,114.66
A,229,S,62,122.516
M,48,B,24,119.143
A,230,S,70,120.795
X,206,B,20,101.278
M,195,B,18,123.065
X,192,S,86,130.663
X,89,S,17,139.135
M,192,S,77,130.663
X,156,S,79,120.968
M,191,S,29,128.151
M,184,B,96,110.295
M,87,B,54,134.973
X,40,S,22,122.682
M,195,B,18,127.759
M,155,B,50,114.83
A,231,B,6,116.231
M,56,S,30,101.029
M,173,S,53,120.774
A,232,B,22,106.41
A,233,S,88,133.759
M,170,S,33,138.145
A,234,S,16,131.606
X,26,B,68,116.502
X,26,B,68,116.502
M,30,S,75,135.666
A,235,B,8,108.489
A,236,S,22,125.325
X,186,S,58,123.083
M,216,S,84,109.547
X,205,S,88,133.62
A,237,S,38,123.186
X,37,S,17,129.554
A,238,S,48,134.276
M,123,S,65,138.519
M,216,S,84,108.285
M,200,S,98,106.099
M,206,B,86,101.278
A,239,S,70,139.822
A,240,S,96,127.903
M,63,S,71,129.995
X,152,S,38,138.275
X,229,S,62,122.516
A,241,B,30,118.15
X,218,S,2,131.096
X,156,S,79,120.968
M,188,S,95,126.91
X,173,S,53,120.774
M,199,B,36,108.929
X,54,S,65,128.234
X,158,S,81,136.274
M,168,S,28,116.219
X,196,S,76,132.611
A,242,S,88,131.711
X,111,S,2,122.524
M,239,S,81,139.822
X,122,S,18,122.916
X,124,B,2,101.917
X,205,S,88,133.62
M,138,S,7,138.624
M,96,B,92,108.233
X,122,S,18,122.916
M,16,B,98,102.075
M,131,S,19,128.115
A,243,S,36,128.477
M,155,B,22,114.83
X,83,S,28,105.965
A,244,S,62,137.207
A,245,S,48,132.871
M,152,S,38,100.92
M,132,S,37,125.807
X,65,B,64,124.596
X,124,B,2,101.917
X,238,S,48,134.276
M,96,B,16,108.233
M,158,S,29,136.274
M,139,S,63,138.948
A,246,S,62,131.343
X,244,S,62,137.207
X,175,S,22,122.263
A,247,B,94,110.207
X,156,S,79,120.968
X,154,S,46,132.054
X,118,S,60,138.774
M,126,B,60,100.033
M,82,S,39,126.746
A,248,S,78,136.681
X,146,S,26,121.996
M,88,S,85,135.345
X,165,S,18,122.863
A,249,S,32,135.939
X,17,S,96,114.963
M,220,B,96,103.867
X,114,S,72,137.534
A,250,S,60,128.644
M,212,B,68,122.854
A,251,S,70,127.505
A,252,B,38,115.303
M,141,S,89,139.938
A,253,S,74,126.787
A,254,S,44,126.017
M,41,B,16,130.233
X,41,B,16,130.233
M,65,B,64,134.279
A,255,B,54,112.065
M,49,S,59,128.377
M,142,S,29,135.182
M,158,S,57,136.274
A,256,B,58,101.306
M,117,B,30,134.67
M,195,B,18,123.089
X,46,S,38,113.675
X,50,S,74,101.122
A,257,S,40,138.926
M,25,S,43,133.938
X,23,S,77,125.217
X,70,S,74,129.733
X,149,B,8,108.917
A,258,S,76,125.469
X,58,S,13,126.959
M,25,S,77,133.938
X,242,S,88,131.711
X,49,S,59,128.377
A,259,S,8,125.537
M,184,B,60,110.295
X,248,S,78,136.681
M,200,S,98,109.788
X,35,S,48,107.685
M,88,S,9,135.345
X,216,S,84,108.285
M,76,B,56,114.66
X,240,S,96,127.903
M,83,S,28,101.713
M,162,S,59,121.204
X,115,S,23,123.26
M,155,B,94,114.83
A,260,B,26,117.067
A,261,S,12,133.606
M,121,S,86,112.615
X,154,S,46,132.054
X,145,S,92,128.96
X,142,S,29,135.182
M,81,S,61,131.258
X,115,S,23,123.26
M,202,B,6,132.059
M,32,S,47,137.372
M,242,S,83,131.711
M,60,B,88,128.127
X,28,S,20,106.344
M,63,S,85,129.995
A,262,S,48,137.673
A,263,S,8,134.029
X,257,S,40,138.926
X,212,B,68,122.854
M,23,S,1,125.217
M,237,S,38,119.729
M,178,S,75,136.032
M,92,S,25,123.935
A,264,S,50,121.443
X,35,S,48,107.685
M,158,S,31,136.274
X,179,S,19,134.242
A,265,S,96,134.007
X,144,S,54,125.182
M,208,S,80,116.224
A,266,B,48,100.918
M,139,S,65,138.948
A,267,S,64,128.502
M,240,S,96,103.141
A,268,S,52,132.208
A,269,B,52,119.712
X,54,S,65,128.234
A,270,B,52,111.014
M,212,B,68,128.424
M,157,S,40,100.098
X,221,S,66,122.986
A,271,S,56,131.056
X,227,S,58,131.434
M,156,S,13,120.968
M,196,S,45,132.611
A,272,S,50,129.574
M,106,B,58,105.849
M,206,B,42,101.278
A,273,S,32,132.891
M,25,S,39,133.938
M,54,S,47,128.234
M,28,S,20,108.483
A,274,S,98,135.798
M,158,S,67,136.274
M,142,S,27,135.182
A,275,B,98,110.552
M,73,B,10,121.001
M,21,S,1,132.676
M,205,S,59,133.62
M,274,S,81,135.798
M,208,S,80,106.828
A,276,B,6,101.061
X,57,S,95,125.873
A,277,S,16,133.754
X,238,S,48,134.276
X,149,B,8,108.917
M,16,B,64,102.075
M,183,S,78,103.242
M,231,B,66,116.231
A,278,S,38,130.963
M,275,B,46,110.552
X,221,S,66,122.986
X,96,B,16,108.233
X,84,S,99,130.664
M,225,S,94,107.264
A,279,S,30,133.853
X,250,S,60,128.644
M,54,S,73,128.234
A,280,S,86,135.979
A,281,S,40,120.985
M,231,B,84,116.231
M,61,B,74,115.679
M,231,B,46,116.231
A,282,S,54,126.315
X,170,S,33,138.145
A,283,B,48,104.724
A,284,S,96,124.142
M,225,S,94,107.195
M,177,B,84,126.434
M,102,S,23,132.282
M,275,B,8,110.552
A,285,S,0,136.44
M,108,S,15,135.488
X,259,S,8,125.537
X,171,S,0,129.681
X,136,S,22,120.851
A,286,B,82,119.793
A,287,S,2,127.319
A,288,S,54,137.28
A,289,S,24,126.519
M,132,S,13,125.807
M,150,S,91,128.373
M,203,S,27,126.489
M,289,S,24,110.095
X,170,S,33,138.145
M,35,S,48,115.632
M,240,S,96,100.519
X,143,B,74,138.385
A,290,S,28,121.797
X,30,S,75,135.666
M,155,B,70,114.83
X,201,S,64,138.272
A,291,S,12,128.487
X,61,B,74,115.679
M,155,B,38,114.83
X,158,S,67,136.274
X,67,S,56,118.323
A,292,S,70,138.824
M,16,B,86,102.075
X,16,B,86,102.075
X,184,B,60,110.295
X,285,S,0,136.44
A,293,B,8,105.006
X,52,S,39,137.826
X,79,B,42,110.858
X,50,S,74,101.122
M,252,B,38,134.291
X,99,S,39,135.815
A,294,B,54,114.754
M,107,S,63,136.938
A,295,B,54,112.876
M,294,B,54,135.888
M,11,B,56,122.403
X,179,S,19,134.242
M,211,B,18,118.871
X,153,B,46,113.201
M,96,B,10,108.233
X,190,S,58,127.889
M,211,B,42,118.871
X,221,S,66,122.986
X,226,S,24,137.655
X,65,B,64,134.279
X,109,S,8,129.282
X,171,S,0,129.681
M,103,S,9,131.825
X,7,S,0,111.628
A,296,S,32,121.988
M,141,S,1,139.938
X,170,S,33,138.145
M,195,B,18,132.846
M,135,B,6,107.338
M,243,S,77,128.477
X,123,S,65,138.519
A,297,B,16,101.09
X,267,S,64,128.502
A,298,B,76,106.665
A,299,S,94,126.929
A,300,B,54,111.976
M,195,B,18,128.261
M,250,S,43,128.644
A,301,B,34,115.553
M,112,B,98,111.446
X,19,S,33,137.139
A,302,S,38,130.141
X,105,S,64,118.502
A,303,S,12,123.223
M,219,B,24,102.363
M,44,S,23,126.234
M,194,S,60,101.64
A,304,S,38,127.244
X,173,S,53,120.774
M,193,B,66,109.221
M,295,B,20,112.876
A,305,S,14,136.114
M,204,S,28,108.585
A,306,B,74,103.254
M,285,S,0,108.073
M,290,S,55,121.797
X,243,S,77,128.477
M,57,S,87,125.873
X,230,S,70,120.795
M,184,B,92,110.295
X,157,S,40,100.098
X,242,S,83,131.711
A,307,S,0,139.889
M,126,B,20,100.033
M,199,B,44,108.929
M,56,S,30,118.302
M,87,B,54,139.312
M,307,S,95,139.889
A,308,B,88,109.963
A,309,S,90,129.811
X,266,B,48,100.918
A,310,B,96,119.393
M,178,S,5,136.032
X,130,S,84,130.125
X,228,S,32,132.086
X,162,S,59,121.204
M,139,S,1,138.948
X,164,S,44,129.865
A,311,S,10,123.72
M,287,S,73,127.319
M,279,S,37,133.853
A,312,S,40,128.236
A,313,S,0,121.706
M,216,S,84,104.478
M,8,S,77,128.628
M,243,S,75,128.477
X,216,S,84,104.478
M,298,B,76,130.561
X,90,S,14,100.351
A,314,B,96,113.666
A,315,S,76,121.289
X,84,S,99,130.664
M,178,S,53,136.032
X,148,S,22,127.367
A,316,S,64,128.344
M,174,B,80,117.342
X,42,S,6,106.966
M,25,S,63,133.938
X,255,B,54,112.065
X,108,S,15,135.488
M,147,B,22,118.841
X,173,S,53,120.774
X,200,S,98,109.788
M,16,B,0,102.075
M,54,S,7,128.234
X,245,S,48,132.871
M,222,S,23,124.628
A,317,B,78,107.514
X,137,S,2,106.955
M,16,B,2,102.075
M,314,B,96,131.413
M,255,B,18,112.065
M,240,S,96,101.247
X,113,S,66,103.639
M,88,S,61,135.345
X,70,S,74,129.733
A,318,S,66,133.865
M,102,S,49,132.282
A,319,S,76,136.207
X,18,S,61,120.682
X,227,S,58,131.434
X,192,S,77,130.663
M,56,S,30,117.043
X,28,S,20,108.483
M,56,S,30,116.458
X,130,S,84,130.125
M,206,B,6,101.278
M,281,S,40,104.884
X,90,S,14,100.351
X,30,S,75,135.666
X,212,B,68,128.424
X,302,S,38,130.141
X,137,S,2,106.955
A,320,S,82,137.332
A,321,S,20,134.404
X,150,S,91,128.373
X,229,S,62,122.516
M,284,S,25,124.142
X,262,S,48,137.673
A,322,B,92,110.868
A,323,B,28,117.481
M,141,S,75,139.938
M,20,S,82,115.976
A,324,S,72,136.78
A,325,S,34,121.987
X,296,S,32,121.988
M,87,B,54,137.957
X,308,B,88,109.963
X,56,S,30,116.458
X,78,S,24,139.026
M,314,B,96,135.7
A,326,S,78,121.019
A,327,S,30,134.06
M,176,S,14,109.309
M,205,S,79,133.62
M,168,S,28,100.422
M,124,B,98,101.917
A,328,S,74,137.983
M,201,S,23,138.272
A,329,S,56,138.21
A,330,B,40,101.26
M,216,S,84,106.206
X,137,S,2,106.955
X,193,B,66,109.221
A,331,S,98,136.254
X,115,S,23,123.26
M,29,S,85,126.491
M,128,S,71,134.647
X,245,S,48,132.871
